# CUDA_PROFILE_LOG_VERSION 1.5
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 Tesla C1060
method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
update_h,19852.4,19862,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390524,0,6144
update_e,20308,20317,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3434506,0,6144
update_src,11.264,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19834.2,19843,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385025,0,6144
update_e,20359.6,20368,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440019,0,6144
update_src,10.912,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19917.2,19926,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390527,0,6144
update_e,20287.8,20297,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434509,0,6144
update_src,11.392,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19788.3,19797,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385027,0,6144
update_e,20303.8,20314,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440016,0,6144
update_src,11.264,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19812.6,19822,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390530,0,6144
update_e,20319.8,20329,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434517,0,6144
update_src,11.168,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19784.7,19793,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3385205,0,6144
update_e,20297,20306,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440020,0,6144
update_src,10.432,20,0.25,1,1,256,1,1,0,40,24,16,64,0,0,56,0,820,0,1
update_h,19646,19655,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390867,0,6144
update_e,20247.8,20257,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3434346,0,6144
update_src,10.592,20,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19747.2,19756,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385365,0,6144
update_e,20212.1,20221,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439674,0,6144
update_src,10.752,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19737.1,19746,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390859,0,6144
update_e,20257.6,20267,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434174,0,6144
update_src,10.656,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19790.4,19799,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385361,0,6144
update_e,20284.2,20293,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439673,0,6144
update_src,10.976,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19730.2,19739,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390872,0,6144
update_e,20363.7,20373,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434176,0,6144
update_src,10.976,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19842.9,19852,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3385361,0,6144
update_e,20384.5,20394,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439675,0,6144
update_src,10.848,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19818.9,19828,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390864,0,6144
update_e,20276.7,20286,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3434173,0,6144
update_src,10.944,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19847.9,19856,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3385362,0,6144
update_e,20278.4,20288,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3439683,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19833.2,19842,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390864,0,6144
update_e,20375.9,20385,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3434173,0,6144
update_src,10.848,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19687.5,19696,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231288,4072,3385368,0,6144
update_e,20223.7,20233,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3439675,0,6144
update_src,10.816,21,0.25,1,1,256,1,1,0,40,24,16,64,0,0,0,0,0,0,1
update_h,19853.5,19862,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390863,0,6144
update_e,20281.9,20291,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3434171,0,6144
update_src,10.656,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19873.5,19882,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385359,0,6144
update_e,20331.7,20341,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439672,0,6144
update_src,10.88,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19835.1,19844,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390863,0,6144
update_e,20232.5,20242,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434169,0,6144
update_src,10.688,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19777.3,19786,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385357,0,6144
update_e,20214,20223,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439672,0,6144
update_src,10.624,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19872.7,19881,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390526,0,6144
update_e,20294.1,20303,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434170,0,6144
update_src,10.656,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19822.6,19831,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385020,0,6144
update_e,20334.6,20344,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439672,0,6144
update_src,11.296,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19892.7,19902,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390525,0,6144
update_e,20237,20246,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434506,0,6144
update_src,11.36,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19794,19803,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385026,0,6144
update_e,20237.7,20247,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440013,0,6144
update_src,11.168,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19778,19787,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390523,0,6144
update_e,20299.6,20309,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434506,0,6144
update_src,11.36,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19687.5,19696,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3385027,0,6144
update_e,20217,20226,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440010,0,6144
update_src,10.976,21,0.25,1,1,256,1,1,0,40,24,16,64,0,0,0,0,0,0,1
update_h,19844.9,19853,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3390523,0,6144
update_e,20330.1,20339,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231288,4072,3434506,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19750.8,19760,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3385020,0,6144
update_e,20244.2,20253,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440011,0,6144
update_src,11.136,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19805.7,19814,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3390524,0,6144
update_e,20396.6,20406,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3434514,0,6144
update_src,11.2,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19765.4,19774,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3385019,0,6144
update_e,20201.5,20211,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440009,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19970.7,19980,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390524,0,6144
update_e,20277.3,20286,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3434505,0,6144
update_src,11.232,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19819.2,19828,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385022,0,6144
update_e,20216.1,20226,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440011,0,6144
update_src,11.104,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19788.7,19797,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390526,0,6144
update_e,20296.5,20306,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434509,0,6144
update_src,11.232,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19871.7,19881,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385029,0,6144
update_e,20238.3,20247,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440016,0,6144
update_src,11.328,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19931.6,19940,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390530,0,6144
update_e,20217.5,20227,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434513,0,6144
update_src,11.2,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19757.3,19766,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3385206,0,6144
update_e,20354.5,20363,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440019,0,6144
update_src,10.944,22,0.25,1,1,256,1,1,0,40,24,16,64,0,0,48,0,785,0,1
update_h,19906.7,19916,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390894,0,6144
update_e,20194.8,20204,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3434353,0,6144
update_src,10.784,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19799,19807,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385357,0,6144
update_e,20233.6,20242,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439673,0,6144
update_src,10.88,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19983.3,19992,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390867,0,6144
update_e,20232.1,20241,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434168,0,6144
update_src,11.04,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19812.6,19821,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385359,0,6144
update_e,20301.4,20310,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439673,0,6144
update_src,11.104,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19772.5,19781,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390869,0,6144
update_e,20258,20267,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434168,0,6144
update_src,11.04,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19824,19833,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3385363,0,6144
update_e,20292.4,20301,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439674,0,6144
update_src,10.944,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19830.8,19840,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390862,0,6144
update_e,20399.2,20408,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3434172,0,6144
update_src,11.2,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19765.1,19774,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3385362,0,6144
update_e,20266,20275,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3439673,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19842.7,19852,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3390864,0,6144
update_e,20270.3,20280,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3434170,0,6144
update_src,11.072,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19892.3,19901,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231288,4072,3385357,0,6144
update_e,20211.1,20220,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3439678,0,6144
update_src,10.976,21,0.25,1,1,256,1,1,0,40,24,16,64,0,0,0,0,0,0,1
update_h,19853.6,19863,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390868,0,6144
update_e,20258,20267,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3434173,0,6144
update_src,10.88,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19822.8,19831,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385357,0,6144
update_e,20222.3,20232,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439675,0,6144
update_src,10.912,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19761.8,19771,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3390867,0,6144
update_e,20295.6,20304,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434170,0,6144
update_src,11.104,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19885.9,19895,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3385357,0,6144
update_e,20230,20239,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439673,0,6144
update_src,11.168,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19930,19940,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390523,0,6144
update_e,20247.5,20256,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3434171,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19897.9,19907,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385024,0,6144
update_e,20249,20258,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3439675,0,6144
update_src,11.264,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19743.5,19753,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390524,0,6144
update_e,20289.5,20299,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434507,0,6144
update_src,11.36,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19808.5,19817,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385024,0,6144
update_e,20316.3,20326,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440022,0,6144
update_src,11.008,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19816.1,19825,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390522,0,6144
update_e,20236.8,20246,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434506,0,6144
update_src,11.072,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19960.1,19969,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231287,4071,3385019,0,6144
update_e,20257.4,20267,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440009,0,6144
update_src,10.816,21,0.25,1,1,256,1,1,0,40,24,16,64,0,0,0,0,0,0,1
update_h,19818.8,19827,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3390523,0,6144
update_e,20328.5,20337,1,61440,1,256,1,1,0,104,12,1840858,1170240,0,0,231288,4072,3434511,0,6144
update_src,11.104,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19958.1,19967,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3385020,0,6144
update_e,20276.4,20285,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440011,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19814.8,19824,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231415,4087,3390523,0,6144
update_e,20222.3,20231,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3434506,0,6144
update_src,10.912,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19798.9,19808,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231287,4071,3385022,0,6144
update_e,20210.8,20220,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440012,0,6144
update_src,11.2,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19821.3,19830,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390522,0,6144
update_e,20335.7,20345,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231288,4072,3434505,0,6144
update_src,11.008,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19743.6,19752,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385021,0,6144
update_e,20250.4,20260,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231416,4088,3440010,0,6144
update_src,11.072,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19858.8,19868,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390528,0,6144
update_e,20221.5,20231,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434511,0,6144
update_src,10.976,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19791,19800,1,61440,1,256,1,1,0,104,12,1840762,1170176,0,0,231287,4071,3385026,0,6144
update_e,20310,20319,1,61440,1,256,1,1,0,104,12,1850513,1176448,0,0,231416,4088,3440020,0,6144
update_src,11.392,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,19853.2,19863,1,61440,1,256,1,1,0,104,12,1850314,1176320,0,0,231415,4087,3390532,0,6144
update_e,20230.8,20240,1,61440,1,256,1,1,0,104,12,1840961,1170304,0,0,231288,4072,3434518,0,6144
update_src,11.264,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
