# CUDA_PROFILE_LOG_VERSION 1.5
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 Tesla C1060
method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyHtoD,11215.4,11392,-1.06783e+33,7471136,7209077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162359416
memcpyHtoD,11129.4,11306,-1.06783e+33,2293792,2097202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162359416
memcpyHtoD,11118.7,11295,1.37473e-32,3014702,655406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197716448
memcpyHtoD,11125.6,11304,1.37473e-32,7667759,7471219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197716448
memcpyHtoD,11124.2,11301,4.48416e-44,7077935,6422633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11096.9,11273,1.56945e-43,7340079,7602297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11396.7,11600,1.59748e-43,7274600,3276910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11500.8,11703,1.55544e-43,3538990,6553647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11403.6,11606,1.44334e-43,7536745,2949236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11386.8,11581,1.59748e-43,6357104,7012451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11415.6,11607,1.35926e-43,6750305,7536741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11412.7,,1.52742e-43,7340079,7602297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
update_e,14599.1,14611,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1702135,0,6144
update_src,11.104,22,0.25,1,1,256,1,1,0,48,24,16,64,0,0,48,0,784,0,1
update_h,14602,14611,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1505493,0,6144
update_e,14578,14587,1,61440,1,256,1,1,3072,112,12,1287280,1176256,0,0,81920,0,1701760,0,6144
update_src,11.072,21,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14563.5,14572,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1505489,0,6144
update_e,14564.2,14574,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1701864,0,6144
update_src,11.008,21,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14481.4,14491,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1505492,0,6144
update_e,14698.7,14707,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1701864,0,6144
update_src,10.912,21,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14681.9,14691,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1505492,0,6144
update_e,14485.6,14495,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1701864,0,6144
update_src,11.008,21,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14616.7,14626,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1505492,0,6144
update_e,14410,14419,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1701864,0,6144
update_src,11.104,22,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14506.9,14516,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1505492,0,6144
update_e,14586.3,14595,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1701864,0,6144
update_src,11.136,21,0.25,1,1,256,1,1,0,48,24,0,0,0,0,0,0,0,0,0
update_h,14526.4,14536,1,61440,1,256,1,1,3072,112,12,1287328,1176320,0,0,81920,0,1505492,0,6144
update_e,14458.3,14467,1,61440,1,256,1,1,3072,112,12,1287440,1176448,0,0,81920,0,1701864,0,6144
