# CUDA_PROFILE_LOG_VERSION 1.5
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 Tesla C1060
method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyHtoD,11163.8,11341,1.04693e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162359416
memcpyHtoD,11066.2,11246,1.01021e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162359416
memcpyHtoD,11067.5,11246,3.21429e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184258016
memcpyHtoD,11012.7,11191,2.93881e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184258016
memcpyHtoD,11053.5,11232,4.2245e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11046.5,11227,9.18419e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11325,11530,1.07448e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11349.9,11554,1.04694e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11348.8,11551,9.9183e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11350.8,11545,9.00003e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11395,11588,1.02856e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcpyHtoD,11315.8,1,1.06531e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
update_e,28895.5,28908,1,16,3840,16,4,4,0,104,10,1764570,1176380,0,0,147456,0,3012147,0,6144
update_src,11.328,22,0.25,1,1,256,1,1,0,40,24,16,64,0,0,48,0,784,0,1
update_h,28395.3,28404,1,16,3840,16,4,4,0,104,10,1764570,1176380,0,0,147456,0,2717210,0,6144
update_e,29023.7,29032,1,16,3840,16,4,4,0,104,10,1960710,1176344,0,0,147456,1,3012048,0,6144
update_src,10.784,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28312.8,28321,1,16,3840,16,4,4,0,104,10,1960769,1176380,0,0,147456,0,2717200,0,6144
update_e,28889.5,28898,1,16,3840,16,4,4,0,104,10,1764516,1176344,0,0,147456,1,3012033,0,6144
update_src,11.168,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28448.5,28457,1,16,3840,16,4,4,0,104,10,1764570,1176380,0,0,147456,0,2717203,0,6144
update_e,28895.4,28904,1,16,3840,16,4,4,0,104,10,1960710,1176344,0,0,147456,1,3012041,0,6144
update_src,10.848,21,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28461.3,28469,1,16,3840,16,4,4,0,104,10,1960769,1176380,0,0,147456,0,2717206,0,6144
update_e,28862.3,28871,1,16,3840,16,4,4,0,104,10,1764516,1176344,0,0,147456,1,3012044,0,6144
update_src,10.848,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28343.8,28352,1,16,3840,16,4,4,0,104,10,1764564,1176376,0,0,147456,0,2717208,0,6144
update_e,29109.5,29118,1,16,3840,16,4,4,0,104,10,1960762,1176376,0,0,147456,1,3012120,0,6144
update_src,10.848,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28518.3,28526,1,16,3840,16,4,4,0,104,10,1960762,1176376,0,0,147456,0,2717205,0,6144
update_e,28803.5,28812,1,16,3840,16,4,4,0,104,10,1764564,1176376,0,0,147456,1,3012119,0,6144
update_src,11.104,22,0.25,1,1,256,1,1,0,40,24,0,0,0,0,0,0,0,0,0
update_h,28580.9,28590,1,16,3840,16,4,4,0,104,10,1764516,1176344,0,0,147456,0,2717205,0,6144
update_e,28768.4,28777,1,16,3840,16,4,4,0,104,10,1960769,1176380,0,0,147456,1,3012121,0,6144
